create_age(months),expiry_age(months),update_age(days),URL,Label
17,103,425,http://doolysneufchatel.com/wp-includes/certificates/doolys/Void/...,1
2,10,70,http://kilosnap.com/@media/re.zip/re.zip/re.zip/re/index.php...,1
234,6,202,http://www.isca-louis.com/...,0
-1,-1,-1,http://www.rael-sp.si/files/wetransfer...,1
72,60,1005,http://www.quilterconstruction.com/readme/doc/3/tech/...,1
195,57,5948,http://www.jobtarget.com/...,0
211,53,430,http://www.businesspsychologist.com/bpn02.html...,0
-1,-1,-1,http://cottagefoods.com.pk/wp-content/m.usaa.com/inet/...,1
168,84,373,http://www.affordable-resumes.com/...,0
-1,-1,-1,http://universoindiano.com.br/investments/adobes/136daaf67cfd1f8783475...,1
11,13,296,http://www.michellemerino.com/~jnczacacaca/Labanquepostale/9aaa120a4fc...,1
35,1,347,http://service-pages-images-2016.fulba.com/index.htm...,1
-1,-1,-1,http://cinnamonlane.com.au/express/autofil/id.php?amp...,1
175,5,199,http://jhs82.com/images/dropbox/...,1
257,7,190,http://www.topix.com/business/financial-services...,0
208,20,196,http://www.ombe.com/...,0
222,6,197,http://www.naturespressed.com/...,0
31,53,162,http://www.sorawholesale.com/...,0
167,13,5,http://www.peacepolls.org/...,0
17,7,136,http://almomahidin.net/AA/bb/1/6/...,1
243,9,1876,http://www.bambooteas.com/...,0
-1,4,-1,http://valueeducation.nic.in/...,0
-1,-1,-1,http://swarnajayanthiosa.lk/kl/dpbx/dpbx...,1
-1,-1,-1,http://www.avn.life/CIBCOnline%20olbtxn%20Authentication%20SignOn%20ci...,1
3,9,20,http://azarmalik.net/update/...,1
-1,-1,-1,http://appleid.apple.com-subscriptions.manager550000757.bertovic.com.a...,1
-1,-1,-1,http://www.antibubble.org/...,0
6,6,188,http://update-account-information-pp-case.easyway-jo.com/Update-Your-A...,1
-1,-1,-1,http://www.prettypetals.com.my/...,0
226,14,8,http://hiroba.dqx.jp.iuxzl.usa.cc/account/app/svc/login.html...,1
-1,-1,-1,http://www.hotelleadora.ge/backup/index.html...,1
-1,-1,-1,http://basebusiness.com.br/administrator/components/mywellsfargo.com/m...,1
119,85,246,http://babsbakery.com/...,0
162,6,198,http://www.earthfriendlycoffee.com/...,0
-1,-1,-1,http://info-register.at.ua/settings-page.html...,1
237,27,1125,http://www.baronetcoffee.com/...,0
57,3,273,http://ehsasfoundationinternational.org/bobb/index.php...,1
145,11,43,http://maripsangebo.comli.com/Login.htm...,1
142,2,54,http://www.19online.net/math/...,0
-1,-1,-1,http://roofrescuerepair.co.za/wp-content/upgrade/07e41e63cbfeff77cd1a0...,1
211,65,24,http://www.autoalliance.org/...,0
-1,-1,-1,http://van-ma.com.br/cache/apache/a56bb782c253ea1be0c1fb29a2570f42/...,1
12,12,2,http://toytooth.com/system/logs/csv/1/Chase/chase_activation.htm...,1
226,14,8,http://secure.square.login-zcey.usa.cc/account/app/svc/login.html...,1
-1,-1,-1,http://roseiradevistaalegre.com.br/sin/Outloook/login.html...,1
81,3,134,http://old.cincinnaticleaning.net/obama/7162a590f374bb124f6e6d0209b5cc...,1
-1,-1,-1,http://www-ali.cs.umass.edu/...,0
-1,-1,-1,http://www.micro-unique.co.za/ff/74dc5afff732f3baa8bb362a5cd4d4fc/...,1
30,17,206,http://www.proyectoomnibus.com/envy/secure...,1
19,5,576,http://www.service-paypal-information.sweddy.com/SERVICE/dakwx0aognu4y...,1
52,7,151,http://www.funnyidcard.com/n3yt/WaL0e/l0g101n.php?refererident=0283943...,1
-1,-1,-1,http://gokpr.by/id/manage/customer/check...,1
54,6,156,http://e-seen.com/homepage/Itunes/apple/...,1
41,43,614,http://phalconwellness.com/2/online.wellsfargo.secure.userrstore894398...,1
200,28,1371,http://www.efluids.com/...,0
3,9,54,http://www.jilliandco.com/rem/google_doc%20(2)/google_doc/...,1
234,6,236,http://www.nlsa.com/...,0
13,11,396,http://www.celectonhotels.com/filezz/document/ecradmin/excel/excel...,1
-1,-1,-1,http://settings-policy.at.ua/confirm-page.html...,1
74,10,52,http://aiinfinance.com/...,0
108,12,5,http://janathamadhyama.epapertoday.com/...,0
205,23,53,http://www.chpconsulting.com/...,0
-1,-1,-1,http://www.ecoledelapomme.ch/sio/-/lara/nadee1847/siralah/1fb13eec1c21...,1
-1,9,-1,http://relaxbed.in/documents/vr1Up000wejhuweUSDYAH00MAIL.html...,1
221,7,170,http://www.4seasonscoffee.com/...,0
226,14,8,http://hiroba.dqx.jp.iouzl.usa.cc/account/app/svc/login.html...,1
135,9,881,http://www.databaseolympics.com/...,0
-1,-1,-1,http://specialrentals.gr/wp-css/my.screenname.aol.htm...,1
245,115,154,http://www.inc.com/inc5000/...,0
-1,-1,-1,http://apps-my-confirm.at.ua/confirm-page.html...,1
4,8,121,http://amerikondo.biz/comdor...,1
7,5,55,http://web.kiaanevents.com/pagedoc/fea2120b4a8d260c09aefc63bf36941d/...,1
228,0,369,http://www.sportingcollectibles.com/...,0
-1,-1,-1,http://deluz.com.ar/wp-admin/Gdoccc/index.php...,1
3,9,72,http://santander.cl.personas.sma11bus1ness.com/8...,1
-1,-1,-1,http://www.aeep.com.au/SGD/really2.php...,1
20,4,616,http://jacobsports.com/js/chuks/aol.htm...,1
-1,-1,-1,http://www.nationalbank.co.nz/about/cricket/...,0
199,5,206,http://www.tk421.net/librarylink/...,0
-1,-1,-1,http://www.netajimahavidyalaya.org/cpanel/16/...,1
-1,-1,-1,http://login-account.confirm-information.pro/Account/Home/...,1
181,35,18,http://www.hogueproducts.com/...,0
-1,-1,-1,http://xara.co.nz/skin/adminhtml/sess/4a6a905d4cbe41b57453f881921d20ea...,1
192,11,46,http://ovaismirza-politicalthoughts.blogspot.com/...,0
174,6,181,http://www.shantilal-sons.com/...,0
-1,-1,-1,http://aguadaboa.com.br/files/h/share-folder/document/view-docs/index....,1
173,7,937,http://www.tributetea.com/...,0
7,5,199,http://www.au699.com/sortfinancial...,1
174,6,5283,http://andhrabhoomi.net/...,0
-1,-1,-1,http://45.32.244.24/users/sign_in...,1
104,16,37,http://domo45.890m.com/logh1.php...,1
-1,-1,-1,http://www.hungrywednesday.com.au/wellsfargo/login.htm...,1
-1,-1,-1,http://www.math.ubc.ca/~feldman/demos/demo8.html...,0
-1,-1,-1,https://sk-home.heteml.jp/loader/y?rand=13InboxLightaspxn.1774256418&a...,1
204,12,30,http://www.psyops.net/...,0
99,33,1384,https://cp61.ezyreg.com/~dmdm1851/1...,1
198,6,254,http://www.ageof.com/...,0
-1,-1,-1,http://schutz-sicherheitsvorbeugung.tk/user-login.php?cmd=_flow...,1
127,41,1865,http://www.shobiziems.com/doctopdf/sess/607addb9e6e0d436dbc4720ce1245d...,1
230,10,445,http://www.liverpoolecho.co.uk/all-about/liverpool-fc...,0
-1,-1,-1,http://cosmeticpro.com.au/wp-includes/js/payca/39e9eb3f21837fc524458c2...,1
-1,-1,-1,http://artesmm.com.br/system/data/1c13ec9b5e5c5af788464ac79fcbd04b/...,1
-1,-1,-1,http://rockdaledrivingschool.com.au/BOA/Signin.htm...,1
38,22,61,http://www.photobooths2u.com/mmsadwqyttew2/cofirmuk.php?personal-UK&am...,1
3,9,100,http://support-devices.com/AU/aus1.php...,1
-1,-1,-1,http://ecoledelapomme.ch/sio/-/lara/nadee55/siralah/8ed8dacb8dcfdaafc9...,1
113,19,221,http://www.cantonteaco.com/...,0
-1,-1,-1,http://www.inovator.si/...,0
-1,-1,-1,http://paypal.com-webapps.mpp.a06d5zc40ad5e6zr6fef06a40vc2be7a04.gsemp...,1
-1,-1,-1,http://www.busestec.proyectosjk.cl/sig/storage/2016/April/Verified/044...,1
262,1,269,http://mountainscents.tripod.com/...,0
167,1,345,http://www.valleygun.com/logs/https:/www2.Santander.com.br/...,1
53,7,-1,http://forest-camp.ru/wp-admin/network/uxc/Auto/newpage/ii.php?fid=4&a...,1
-1,-1,-1,http://ganiinc.co.za/abdominsubommc/drop/wdd/date/...,1
10,2,253,http://kamodi-team.com/wp-includes/css/.user.guild/admin.secu/pin.php...,1
89,7,-1,http://www.toangel.ru/CIBCOnline%20olbtxn%20Authentication%20SignOn%20...,1
25,-1,22,http://autoservicioslubrirepuestos.com/wp-includes/pomo/alibaba/Alibab...,1
109,11,36,http://paynbuy.net/sign_in_survey/loading.php?randinboxlightaspxn.1774...,1
70,2,312,http://www.planetsforkids.org/images/menu/bookmark...,1
-1,-1,-1,http://idealterm.com.br/y/contactform.php...,1
3,9,62,http://www.dobeands.com/f942f073d50d42fbf103fd02d108a87f...,1
-1,-1,-1,http://bsingenieria.com.py/libraries/kal/excel/excel/index.php?email=w...,1
85,-1,33,http://autoescuelabaruta.com/capitalone/9530e6a37dee9e9672de5636581de8...,1
239,25,171,http://www.aletheas.com/...,0
12,0,365,http://www.skinsan.com/wp-crit/ipad...,1
-1,-1,-1,http://www.cityofdreams.com.ua/tmp/pa/izrsuqnuv0pq3gny3ebutys00a5whcjn...,1
226,14,213,http://hiroba.dqx.jp.ioxzl.usa.cc/account/app/svc/login.html...,1
90,6,217,http://mail.mazdame.net/~masseri/invoice/Ed/Ed/index.php...,1
-1,-1,-1,http://www.microsoft.com/presspass/...,0
-1,-1,-1,http://grail.cba.csuohio.edu/~somos/somospol.html...,0
-1,5,-1,http://www.medinfopoli.polimi.it/GAAS/...,0
192,11,46,http://app-loginfbfblogin.blogspot.com/...,1
3,9,85,http://mabanque-bnpparibas.net/~ameli/login/amli.fr/free/sm/oo/ve/Port...,1
26,10,46,http://www.dankunimunicipality.com/web/us/log/USAA%20_%20Welcome%20to%...,1
149,79,164,http://coffeebeandirect.com/...,0
167,1,341,http://www.indiagazette.com/...,0
2,10,64,http://wvw.bancosfalabellas.club...,1
-1,-1,-1,http://cdeashtian.ir/images/pic/porto/googledoc/googledoc/googledoc/md...,1
-1,-1,-1,http://resumeresources.ca/...,0
2,10,61,http://safetem.com/update/confirm.php...,1
226,14,8,http://hiroba.dqx.jp.iouzl.usa.cc/...,1
156,12,269,http://www.anfieldstats.co.uk/...,0
-1,-1,-1,http://www.maxpower.co.za/templates/chase...,1
-1,-1,-1,http://195.154.117.150/santa/...,1
25,-1,10,http://legaldownloads.org.uk/mobile.free.fr/moncompte/2d75d4e88c53f174...,1
185,31,147,http://www.therecruiternetwork.com/...,0
227,1,410,http://www.mathrubhumi.com/...,0
160,8,368,http://www.flashq.org/...,0
5,7,146,http://dragonvipes.com/chase/...,1
228,36,58,http://www.proalt.com/...,0
132,12,482,http://www.boydscoffeestore.com/...,0
183,9,106,https://fancybeads.com/...,0
187,101,2306,http://www.generationtea.com/...,0
-1,-1,-1,http://appleid-news.trinidadsl.com.ar/Apple/signin/284e9dfd0a50a751de8...,1
186,30,60,https://biz177.inmotionhosting.com/~rickha6/page...,1
166,14,95,http://developmenthomes.com/nn/imobaba/Indezx.html...,1
144,0,10,http://www.floatingleavestea.com/...,0
187,5,277,http://www.retrowonders.com/...,0
-1,8,-1,http://www.lookingforcareer.in/...,0
-1,-1,-1,http://research.microsoft.com/...,0
163,17,155,http://craftoutlet.com/...,0
-1,-1,-1,http://www.maisonrevolta.com.br/Content/Images/CentralCliente/webmail2...,1
43,5,210,http://www.247computerrepairservices.com/bd/Gdoccc...,1
100,68,204,http://www.bjcurio.com/js/index.htm?http://us.battle.net/login/en/?ref...,1
181,11,389,http://www.manoramaonline.com/...,0
-1,-1,-1,http://www.panachecommunications.co.za/index/ftp/new/secure/web.php...,1
220,32,1369,http://www.teaism.com/...,0
43,5,208,http://wolebeckley.com/Scripts/Data/37e54d03b2385a90c49d0ebe2475027b/...,1
259,-1,16,http://algo.inria.fr/AofA/...,0
29,7,144,http://mprmoldes.com/area/components/dropbox/...,1
58,2,1767,http://www.naruphotography.com/js/review/review/c1974f1c805815da1aaf16...,1
187,77,245,http://en.wikipedia.org/wiki/India_national_football_team...,0
-1,3,-1,http://eco-plast.rs/na0h/...,1
5,7,166,http://classicbrush.com/db/Home/index.php...,1
-1,-1,-1,http://www.redeye.com.au/...,0
-1,4,-1,http://www.techcon.it/wp-includes/home.php...,1
160,68,25,http://www.chocolatepizza.com/...,0
-1,-1,-1,http://www.simpledentremoval.com.au/wp-content/67a8447c6136c97c0969ac0...,1
10,2,230,http://discernhomes.com/.usaaupdate/contact/contact/contact/login/inde...,1
-1,-1,-1,http://www.phitsanulok1.go.th/userfiles/icons/Donnazmi.txt/var/www/vho...,1
205,32,186,http://www.expertresume.com/...,0
89,7,135,http://verificationtoolweb.netau.net/...,1
71,1,2735,http://www.lecznica-nowysacz.pl/verify/id/welcome/84a700ec216f791361cb...,1
35,1,347,http://veritycation-promot-valider.fulba.com/index.htm...,1
-1,-1,-1,http://woj.com.br/craftcheck/page...,1
167,1,345,http://www.valleygun.com/tmp/https://www2.Santander.com.br/...,1
188,16,266,http://www.atomizersking.com/...,0
174,6,203,http://www.mylipstuff.com/...,0
232,8,926,http://www.earththerapeutics.com/...,0
242,46,1912,http://www.ticalc.org/archives/files/fileinfo/4/452.html...,0
-1,-1,-1,http://www.vflams.com.br/files/GD/...,1
71,1,370,http://warmatrierindo.com/Scripts/index.php?url_type=footer_unsub&amp;...,1
40,8,138,http://surubiproducciones.com/wp/wp-admin/js/rar2/art/new...,1
208,68,1336,http://www.jefflindsay.com/2dfactorial.shtml...,0
120,24,18,http://www.fanbase-links.co.uk/liverpool_football_links.html...,0
-1,-1,-1,http://ads-active-fb.esy.es/Confirmations-ID/...,1
150,18,1129,http://www.lepetitvendome.com/...,0
-1,-1,-1,http://www.stampile-constanta.ro/downloader/.cache/home/9c4a4ee316c009...,1
3,9,19,http://jamilahui.com/att.system/index_login.html...,1
-1,-1,-1,http://wellsfargoweb.net/...,1
208,56,6343,http://www.cduniverse.com/...,0
137,19,193,https://bbrasilclientescadas.websiteseguro.com/segbb/frame2.html...,1
7,5,214,http://cqdj120.com/...,1
-1,-1,-1,http://open-pages-fb.at.ua/confirm-accounts.html...,1
-1,-1,-1,http://givenancepagez.hol.es/index.htm...,1
210,6,297,http://www.haletea.com/...,0
216,12,19,http://www.vermontmapleoutlet.com/font/trustpass.html...,1
96,0,484,http://www.whatsonindia.com/WhatsOnTV/...,0
194,46,81,http://maths4cet.150m.com/...,0
-1,-1,-1,http://confirm-pagefb.at.ua/safety-account-settings.html...,1
84,12,18,http://www.marketinghrdpresentation.com/...,0
-1,-1,-1,http://www.magazin-fermier.ro/vqmod/GoogleDoc/...,1
53,7,159,http://www.social-plugins.net/www/test/doc/doc/document.php...,1
87,9,2735,http://szada-art.pl/wp-admin/fej/outlookM...,1
54,6,175,http://apex6.com/wp-content/ad/VITAL/VITAL/VITAL/FILE/index2.php?f2od7...,1
44,16,268,http://cloverhillcapital.com/owner/garyspeed/430626eaca874d89f17107fc6...,1
226,2,431,http://www.football365.com/liverpool/...,0
-1,-1,-1,http://futurebookkeeping.com.au/aol/index.htm...,1
233,7,146,http://www.action-sports.com/...,0
-1,2,690,http://www.sport.co.uk/football/manchester-city/...,0
26,10,68,http://prioritybookkeepingct.com/Follow...,1
-1,-1,-1,http://www.bopcricket.co.nz/...,0
-1,-1,-1,http://187mtzail.ni.net.tr/wp-content/plugins/sord/js/alibaba/trustpas...,1
215,25,79,http://www.plantlife.net/...,0
11,1,345,http://www.genren.cc/~shishaws/bankofamerica.com.upgrade.informtion.lo...,1
-1,-1,-1,http://www.bbc.co.uk/programmes/b03g64py...,0
148,32,527,http://www.newsx.com/...,0
-1,-1,-1,http://www.crestemcudragoste.ro/wp-includes/css/4bb243834f28fa32dfeffd...,1
-1,5,-1,http://promomail.com.mx/abs/2/index.htm...,1
167,37,1264,http://smnaftowiec.sanok.biz/grafika/smna/counter/contactinfo.htm...,1
-1,-1,-1,http://osot.pl/php/css/alert/amazon.com/amazon.com/login.php?action=bi...,1
-1,-1,-1,http://www.insanmadani.sch.id/neyo...,1
-1,-1,-1,http://www.odmplumbing.com.au/minn/...,1
-1,-1,-1,http://www.nichuizen.co.za/errors/sess/f42f1f26fb5378efe32abd36e69cc90...,1
152,52,172,http://liverpoolfc.wikia.com/wiki/Liverpool_FC_Wiki...,0
70,2,313,http://gz.airplanepilotlessons.com/SUCCESS/98660d3789f1367c9860095cee5...,1
-1,-1,-1,http://arxmedicinadotrabalho.com.br/system/data/3fe8fb165032f4b046a84d...,1
98,10,71,https://copper.furstlook.com/%7Eplay2earn/Hotmail/live.com/...,1
3,21,40,http://dutysale.com/allsiteinc.co.org...,1
160,8,106,http://www.thewinebuyer.com/...,0
-1,-1,-1,http://www.jafra.ae/wp-includes/dropbox/dropbox...,1
206,10,890,http://www.pepinmfg.com/...,0
80,42,45,http://lojassistemas43.oni.cc/Smart_Ofertas_MinhaConta.Americanas.com/...,1
190,14,314,http://www.chapmanservices.com/...,0
43,4,514,http://accenttechnosoft.com/11/Login.htm...,1
59,25,40,http://www.manutdfansblog.com/...,0
186,30,98,http://www.culinaryteas.com/...,0
70,41,318,http://www.gyrogeo.com/n4/forward.html...,1
179,1,319,http://www.gamesbids.com/...,0
208,8,137,http://www.taylorandnorton.com/...,0
55,5,209,http://www.expertsip.com/uapower/Document-Shared68/doc/...,1
5,7,148,http://www.byupdate.com/tested/DHL_%20Trackinng.php?l=_JeHFUq_VJOXK0QW...,1
220,8,84,http://jobattack.com/...,0
16,8,129,http://conexeduc.com/.refresh/page/index.php...,1
-1,7,-1,http://dpcinema.mx/wp-dpc/wp-includes/images/smilies/item/61eee82f8d79...,1
-1,-1,-1,http://colemanimages.com.au/wp-includes/images/yu/logintoyahoomail.htm...,1
27,9,68,http://darkermindz.com/modules/wellsfargoo/36e788e15fd80b089f4838883f0...,1
175,29,934,http://www.ancoracoffee.com/...,0
43,4,514,http://accenttechnosoft.com/22/UpdateSecurityQuestions.htm...,1
-1,-1,-1,http://people.virginia.edu/~rlr5aa/inet/aHR0cHM6Ly93d3cudG9vbHM0bm9vYn...,1
2,9,60,http://paypal.konto00x010xverifikation.com/636430/deutschland/gast/280...,1
198,6,82,http://stowefamilydentistry.com/bestwellss...,1
208,56,189,http://www.schakolad.com/...,0
-1,-1,-1,http://www.yumero.tk/arc/lendin/SMILING/736b7d8ba7488993bf6c5b406b4d1c...,1
180,36,325,http://superstargreetings.com/...,0
138,6,172,http://www.jindalpackers.com/...,0
30,6,383,http://www.bookkeepers.directory/mama/mama/a6cd59d647dda5d636a96e39289...,1
-1,-1,-1,http://www.hilfeservice-sicherheitssystem.tk/...,1
229,47,454,http://www.dilmahtea.com/...,0
-1,4,-1,http://districts.nic.in/...,0
-1,-1,-1,http://www.cuisinedefrance.ie/...,0
-1,-1,-1,http://topmiss.com.br/usaa.com.online.payment.verification.com/...,1
122,22,688,http://www.historicalkits.co.uk/Manchester_City/Manchester_City.htm...,0
217,11,52,http://www.encantos.com/...,0
169,11,414,http://www.picture-disc.co.uk/...,0
-1,-1,-1,http://www.zumba-herbolzheim.de/ncr/cb.nren/ncsd.php...,1
30,18,170,http://weaverconstructionllc.com/page5/login/...,1
162,5,256,http://www.dhl.co.ke/content/ke/en/express/tracking.shtml?brand=DHL&am...,1
157,47,1596,http://www.ratnasagarjewels.com/...,0
16,8,102,http://www.paypal-community.secure.account.lemondekor.com/manage/bin/l...,1
20,4,223,http://www.overlapsistem.com/online/index.php?.rand=13inboxlight.aspx?...,1
199,5,237,http://www.numerical-methods.com/...,0
205,23,93,http://www.photographiclibraries.com/...,0
-1,-1,-1,http://sites.google.com/site/searchtcs/...,0
204,12,372,http://www.channelinfo.net/...,0
120,41,476,http://christmasbyzenith.com/wp-includes/Thanks.php...,1
-1,-1,-1,http://popindex.princeton.edu/...,0
202,14,297,http://mathaba.net/gci/gc27/...,0
89,7,150,http://northamericaniron.com/Secuirtyservices/SecuirtyServices/eb5f891...,1
181,34,40,http://www.maatv.com/...,0
148,32,60,http://www.federalresumewriter.com/...,0
203,1,719,http://homepage.ntlworld.com/fetchfido2/interface/search_engines_universal.htm...,0
-1,-1,-1,http://www.plantaoservopa.com.br/lavisa/paypal2016/accounts/52e2a76cee...,1
17,7,-1,http://mybuxgalter.ru/CIBCOnline%20olbtxn%20Authentication%20SignOn%20...,1
79,5,207,http://uniformespromotex.com/mere/...,1
210,18,1252,http://www.boltongroup.net/...,0
250,110,315,http://www.ribs.com/...,0
104,4,258,http://delhimedicalassociation.com/...,0
228,12,1726,http://www.chuckthomas.com/...,0
259,77,353,http://groups.yahoo.com/group/MBA-Busters/...,0
-1,-1,-1,http://inversionencatalunya.es/https:/atendimento/chamada.php...,1
56,4,-1,http://bmwclubavto.ru/p/p/Conflict/Resolution/www/PP-009-176-639-801/1...,1
194,10,68,http://www.crisisnavigator.org/...,0
89,7,135,http://powerhost11.netau.net/update/cameo.php...,1
244,8,1032,http://www.pegasuscom.com/...,0
-1,-1,-1,http://editor.altervista.org/...,0
-1,-1,-1,http://batesrealty.ca/logs.inf...,1
58,14,-1,http://servicepaypal-co.myjino.ru/payuk/703bac7bcd20d65affab7cec4707cb...,1
-1,-1,-1,http://notice-block25.at.ua/recovery/account/...,1
210,6,190,http://whispers.theshoppe.com/...,0
152,64,450,http://www.tutorialized.com/...,0
117,3,253,http://adviseproltd.com/Include/gdoc/4ff31947dbdac5d0d486fe7da9e06d2e...,1
115,5,617,http://accesscibc-loginuser.from-ms.com/usercibcserverloginonline/auth...,1
4,8,116,http://www.icloudbrasil.com/...,1
161,7,154,http://www.gladstrong.com/...,0
164,4,502,http://www.amourdesthes.com/...,0
3,9,81,http://www.changyuhx.com/...,0
194,34,800,http://www.rixrecords.com/...,0
11,1,131,http://bizamarket.net/dan/...,1
218,34,110,http://www.coopersbbq.com/...,0
28,8,-1,http://myaxure.ru/CIBCOnline%20olbtxn%20Authentication%20SignOn%20cibc...,1
231,117,38,http://www.tribuneindia.com/...,0
207,21,2307,http://www.rezcoach.com/...,0
16,8,130,http://magento.izberg-marketplace.com/js/tiny_mce/plugins/tabfocus/...,1
146,10,63,http://www.mohunbaganclub.com/...,0
207,9,54,http://www.apachego.com/hia/...,0
11,1,286,http://www.ayseresa.com/Charles%20Flesch/...,1
151,41,2264,http://www.holdemsecrets.com/books.htm...,0
-1,-1,-1,http://denositennis.gr/modules/mod_banners/smiles/update.htm...,1
175,5,199,http://jhs82.com/images/dropbox...,1
-1,-1,-1,http://olympics.fhw.gr/...,0
209,43,396,http://jobsearchtech.about.com/library/weekly/aa083099.htm...,0
-1,-1,-1,http://www.cecm.sfu.ca/~mjm/Lehmer/lc.html...,0
228,36,488,http://www.goldenoldies-records.com/...,0
-1,-1,-1,http://mailveri.pe.hu/outlook/owa.nhh.no/index.html...,1
218,9,437,http://www.settlersindia.com/...,0
-1,-1,-1,http://www.caesarscoffee.com.au/...,0
25,11,22,http://autoservicioslubrirepuestos.com/wp-includes/pomo/alibaba/Alibab...,1
-1,-1,-1,http://ecoledelapomme.ch/sio/-/lara/nadee55/siralah/8ed8dacb8dcfdaafc9...,1
13,11,73,http://babyjalaibee.com/wp-content/plugins/cresta-social-share-counter...,1
-1,-1,-1,http://escueladeparapente.cl/doc/docu/really2.php...,1
-1,-1,-1,http://www.sicherheitssystem-sicherheitshilfe.tk/...,1
17,7,159,http://www.perlabsshipping.com/update-your-account-information/4f1f153...,1
168,12,9,http://www.teaforte.com/...,0
-1,-1,-1,http://roofrescuerepair.co.za/wp-content/upgrade/1aa6e5274da6c7ee00627...,1
43,17,47,http://sfparaschevatorino.com/sat/dropbox%20(2)/dropbox/db/box...,1
288,84,467,http://www.polaris.com/...,0
-1,-1,-1,http://lucaslago.com.br/cv/doc/...,1
21,3,272,http://boshconstruction.com/newbizzz/GD/index.php...,1
205,11,15,http://www.winecommune.com/stores/index.cfm/storeID/42...,0
-1,-1,-1,http://jackhair.ca/login.trl/products/viewer.php?l=_JeHFUq_VJOXK0QWHto...,1
214,2,550,http://www.angelfire.com/il2/worldomination/...,0
128,4,250,http://www.thinkingblocks.com/ThinkingBlocks_Ratios/TB_Ratio_Main.html...,0
60,12,1,http://7marketing.org/use/usaatrue2/da4628b19aa7d7e72c80920fafd06635/...,1
108,12,139,http://salmonriverbrewery.com/blog/wp-content/upLoads/webmail/login.ph...,1
10,2,6,http://ifl-us.com/aol.ng/secured.html...,1
220,77,1212,http://journals.cambridge.org/action/displayJournal?jid=QRB...,0
210,6,236,http://www.neilbrown.newcastlefans.com/mancity/mancity.html...,0
269,79,1112,http://tpd.com/...,0
-1,-1,-1,http://www.santaremplay.com.br/Dropbox...,1
119,1,128,http://vandewallecandies.com/...,0
-1,-1,-1,http://www.qualyprintbh.com.br/feeds/formulario/...,1
227,5,305,http://www.adagio.com/...,0
202,2,1,http://www.mediatraco.com/...,0
173,7,185,http://www.ynwa.tv/...,0
-1,-1,-1,http://www.computerservice-filip.de/plaintext/00000198640aab305/000001...,1
-1,2,-1,http://www.jknc.in/...,0
-1,-1,-1,http://yumero.tk/arc/lendin/SMILING/554a6ae48f74537629b6a06c2a18cd95/...,1
-1,-1,-1,http://www.vctrans.com.br/server/file1/nD...,1
167,13,242,http://www.complexity-society.com/...,0
180,0,351,http://service-paypal-information.gtllc.com/SERVICE/3ekfrwxd6ou31ovauj...,1
168,36,5108,http://www.lacolombe.com/...,0
-1,11,-1,http://www.bigtv.co.in/...,0
138,6,201,http://www.sinkpals.com/...,0
245,19,585,http://www.steppenwolf.org/ensemble/...,0
-1,-1,-1,http://rare-wine.de/...,0
57,3,1734,http://www.janscandies.com/...,0
157,11,79,http://www.comisdn.com/...,0
120,0,350,http://klantenservice.dyeelectric.com/68db6b963702a368c839f9c95c05b69c...,1
-1,-1,-1,http://mail.ms.sch.sa/~masseri/invoice/Ed/Ed/index.php...,1
-1,-1,-1,http://newfile2016.96.lt/...,1
-1,-1,-1,http://www.atlanticcharter.ca/videogallery/login.alibaba.com/login.ali...,1
219,6,487,http://www.northcoastcoffee.com/...,0
161,7,195,http://www.legendsofthefield.com/...,0
94,2,52,http://cicotours.com/.rdp/NewQ/index.php?rand\x13InboxLightaspxn.17742564...,1
8,4,100,http://www.bitethepeach.com/tune/update_info/billing.php...,1
193,83,718,http://tasteoftexasbarbecue.com/...,0
147,21,2200,http://www.3brothersbakery.com/...,0
-1,-1,-1,http://www.futurebookkeeping.com.au/aol/...,1
200,64,531,http://www.ambroseantiques.com/...,0
109,11,36,http://paynbuy.net/sign_in_survey/loading.php?.randinboxlight.aspx?n74...,1
226,50,365,http://www.wholesalejewelry.net/...,0
168,12,35,http://www.galois-group.net/gtp/...,0
-1,55,-1,http://www.etc.in/...,0
-1,-1,-1,http://www.natmuseum.org.cy/...,0
28,31,335,http://kissandpout.co.uk//system/logs/warning.php...,1
-1,-1,-1,http://jafra.ae/wp-includes/dropbox/dropbox/...,1
222,6,200,http://tarunkhiwal.com/...,0
-1,-1,-1,http://www.ww3iimpotssgouvfr.eu.pn/b0b790e0d8c9807c414ea17a7216a38a/...,1
27,9,147,http://appleid.apple.co.5aleha-tesady.bulletproofseo.com/Apple/signin/...,1
214,2,550,http://www.angelfire.com/space2/cleaninglady/gifs/login.htm...,1
70,2,534,http://mcs-sterilisation-bordeaux.com/js/lib/eomrv.php...,1
95,1,279,http://pigofthemonth.com/...,0
259,113,207,http://www.meineke.com/...,0
113,42,596,http://www.bgilighting.com/media/login.php...,1
148,8,156,http://www.ilc.pl/ep/documents/document/0/354b95fef560f812ddcc3ab061a0...,1
-1,-1,-1,http://www.bbc.co.uk/news/business/...,0
-1,-1,-1,http://gfy4653.at.ua/fHf64664h5hn.html...,1
176,52,608,http://www.thisisanfield.com/...,0
55,5,230,http://www.hofstetterfam.com/Scripts/an/dhl/webshipping_dhl_woko_membe...,1
234,54,256,http://www.itoen.com/...,0
-1,-1,-1,http://simpledentremoval.com.au/wp-content/932238683683ea7348468d55b62...,1
